county,city,address,date,lat,long
OKLAHOMA,MIDWEST CITY,2009 CREEKRIDGE DR,2/9/2004,35.490846,-97.37806
OKLAHOMA,MIDWEST CITY,10611 LE JEAN DR,5/28/2004,35.458354,-97.34225
OKLAHOMA,NEWALLA,601 DOUGLAS N BLVD,4/30/2001,35.105388,-94.74976
OKLAHOMA,NICOMA PARK,3804 SHADYWOOD N DR 105,8/6/2001,34.826184,-98.238848
OKLAHOMA,OKLAHOMA CITY,8700 17TH NE ST,1/3/2000,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,9800 21ST NE ST 53,1/13/2000,34.238611,-95.614222
OKLAHOMA,OKLAHOMA CITY,2504 MURRAY DR,1/20/2000,35.462093,-97.394847
OKLAHOMA,OKLAHOMA CITY,710 POPLAR N LN,2/4/2000,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,6629 ZEBRA ST,2/8/2000,35.483849,-97.414393
OKLAHOMA,OKLAHOMA CITY,1513 KUDU ST,2/12/2000,35.483838,-97.414816
OKLAHOMA,OKLAHOMA CITY,1801 ST LUKE N,2/22/2000,35.487017,-97.363703
OKLAHOMA,OKLAHOMA CITY,104 ROSE E DR,3/6/2000,35.486606,-97.495938
OKLAHOMA,OKLAHOMA CITY,110 LISA LN,3/7/2000,35.454217,-97.429978
OKLAHOMA,OKLAHOMA CITY,2700 MINSTER NW,3/13/2000,35.535499,-97.545237
OKLAHOMA,OKLAHOMA CITY,1400 LAFAYETTE DR,6/17/2000,35.415411,-97.541308
OKLAHOMA,OKLAHOMA CITY,4322 BLACKWELDER N,7/6/2000,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,3606 OKLAHOMA S,7/8/2000,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,1115 YOUNGS N BLVD,7/12/2000,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,421 26TH SE,7/18/2000,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,2804 DURANGO CIR,7/21/2000,35.436514,-97.73718
OKLAHOMA,OKLAHOMA CITY,4401 NEBRASKA S,8/7/2000,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,7817 YOUNG S,8/7/2000,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,2130 59TH SE ST 122,8/9/2000,35.623818,-98.317445
OKLAHOMA,OKLAHOMA CITY,4212 16TH NW ST,8/10/2000,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,2424 39TH SW ST,8/15/2000,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,8091 23 NW ST,8/19/2000,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,2801 42ND SW ST 11,8/28/2000,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,2620 SANTA FE S,8/29/2000,35.439162,-97.512484
OKLAHOMA,OKLAHOMA CITY,4628 BROOKLINE N,9/6/2000,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,1157 89TH NW,9/7/2000,35.535499,-97.545237
OKLAHOMA,OKLAHOMA CITY,3917 LIBERTY DR,9/14/2000,35.302952,-97.473715
OKLAHOMA,OKLAHOMA CITY,5500 BARNES S,10/1/2000,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,1317 31ST SW ST,10/5/2000,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,600 79TH SE ST,10/12/2000,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,2308 12TH SE ST,10/18/2000,35.452525,-97.471281
OKLAHOMA,OKLAHOMA CITY,12209 28TH SW,10/18/2000,35.327081,-97.555359
OKLAHOMA,OKLAHOMA CITY,2709 1/2 35TH SW,11/2/2000,,
OKLAHOMA,OKLAHOMA CITY,706 26TH NW,11/8/2000,35.222591,-97.481953
OKLAHOMA,OKLAHOMA CITY,10900 POWELL RD,11/10/2000,35.359083,-97.319547
OKLAHOMA,OKLAHOMA CITY,1735 11TH NW,11/15/2000,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,1320 38TH SE,11/16/2000,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,3949 23RD NW ST,11/17/2000,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,11239 PENNSYLVANIA N AVE 1010,11/18/2000,40.508539,-79.830794
OKLAHOMA,OKLAHOMA CITY,3524 51ST NW ST 2,11/18/2000,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,4100 POST S RD,12/1/2000,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,828 4TH SE,12/8/2000,34.164487,-97.120882
OKLAHOMA,OKLAHOMA CITY,12224 15TH SW TER,12/16/2000,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,2432 18TH NW ST,12/17/2000,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,605 27TH SW ST,12/18/2000,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,504 22ND SE ST,12/26/2000,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,2749 1/2 22ND NW ST,12/28/2000,,
OKLAHOMA,OKLAHOMA CITY,3240 15TH NW,1/4/2001,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,7300 13TH NW ST,1/4/2001,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,2141 50TH SW ST,1/6/2001,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,5025 BRIARWOOD DR,1/9/2001,35.47635,-97.361001
OKLAHOMA,OKLAHOMA CITY,804 ANITA N DR,1/12/2001,35.322554,-97.515453
OKLAHOMA,OKLAHOMA CITY,6305 SANTA FE S 4,1/17/2001,35.403268,-97.512503
OKLAHOMA,OKLAHOMA CITY,6804 LANCER LN,2/2/2001,35.545946,-97.632633
OKLAHOMA,OKLAHOMA CITY,1320 28TH SE,2/7/2001,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,2941 1/2 27TH SW ST 1/2,2/10/2001,,
OKLAHOMA,OKLAHOMA CITY,330 23RD SE ST,2/20/2001,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,2400 MACARTHUR N,2/22/2001,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,2400 MCARTHUR S ST 115,2/22/2001,34.000135,-95.097141
OKLAHOMA,OKLAHOMA CITY,425 26TH SE ST,2/27/2001,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,711 28TH SE ST,3/5/2001,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,1237 PEEBLY N RD,3/6/2001,35.454892,-97.558931
OKLAHOMA,OKLAHOMA CITY,1128 25TH SW ST,3/6/2001,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,11010 MAY N AVE 234,3/13/2001,35.065045,-94.618755
OKLAHOMA,OKLAHOMA CITY,904 TABOR DR,3/15/2001,35.475266,-97.586106
OKLAHOMA,OKLAHOMA CITY,4219 YOUNG N 141,3/19/2001,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,1720 14TH NW ST,3/20/2001,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,2400 MACARTHUR N 115,3/31/2001,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,3836 11TH NW,4/4/2001,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,2913 26TH SW,4/10/2001,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,4680 PENNY W,4/11/2001,35.476166,-97.603759
OKLAHOMA,OKLAHOMA CITY,1535 34TH NW ST,4/11/2001,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,6100 MACARTHUR PARK LN 2006,4/15/2001,35.491772,-97.621936
OKLAHOMA,OKLAHOMA CITY,1916 ANN ARBOR N PL,4/23/2001,35.488646,-97.610075
OKLAHOMA,OKLAHOMA CITY,1324 44TH NW ST,5/2/2001,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,501 44TH SE 131,5/6/2001,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,330 23RD SE ST,5/7/2001,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,12115 89TH SE ST,5/9/2001,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,4022 MERIDIAN N,5/10/2001,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,10900 POWELL RD,5/14/2001,35.359083,-97.319547
OKLAHOMA,OKLAHOMA CITY,1027 66 SW ST,5/19/2001,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,1505 49TH TERRACE SE,5/22/2001,35.415726,-97.485565
OKLAHOMA,OKLAHOMA CITY,5500 BARNES S ST,5/24/2001,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,4601 SHALLOWBROOK DR,6/5/2001,35.322554,-97.515453
OKLAHOMA,OKLAHOMA CITY,1344 WILLIAMS DR,6/9/2001,35.41746,-97.541087
OKLAHOMA,OKLAHOMA CITY,6040 BRITTON W RD D,6/17/2001,35.5656,-97.5312
OKLAHOMA,OKLAHOMA CITY,3605 LIBERTY W,6/19/2001,35.481719,-97.581445
OKLAHOMA,OKLAHOMA CITY,226 41ST SW ST,7/4/2001,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,2701 46TH SW TER,7/7/2001,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,3803 42ND SW ST,7/9/2001,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,4100 10TH NW 108,7/10/2001,34.183093,-97.12642
OKLAHOMA,OKLAHOMA CITY,2317 LINDLEY W,7/15/2001,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,3527 38TH SW,7/18/2001,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,4031 8TH NW ST,7/25/2001,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,3217 GOFF S,7/26/2001,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,11900 ECKER N DR,7/27/2001,35.322554,-97.515453
OKLAHOMA,OKLAHOMA CITY,1140 48TH SW ST,8/1/2001,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,121 15TH SE ST,8/6/2001,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,416 12TH SW,8/7/2001,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,3327a 28TH SW ST,8/9/2001,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,522 WESTWOOD CT,8/10/2001,35.47389,-97.658035
OKLAHOMA,OKLAHOMA CITY,128 56 SW ST,8/10/2001,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,3333 46TH SW ST,8/16/2001,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,4117 HARVEY S AVE,8/30/2001,35.525231,-97.535342
OKLAHOMA,OKLAHOMA CITY,3927 BARNES N AVE,9/3/2001,35.608494,-97.55081
OKLAHOMA,OKLAHOMA CITY,6301 SANTA FE S 3,9/4/2001,35.402991,-97.512936
OKLAHOMA,OKLAHOMA CITY,7619 SACRAMENTO S DR,9/4/2001,35.415249,-97.540133
OKLAHOMA,OKLAHOMA CITY,9516 SHIELDS S BLVD 118,9/4/2001,35.043858,-94.628973
OKLAHOMA,OKLAHOMA CITY,3417 INDEPENDENCE S AVE,9/17/2001,35.4643,-97.4105
OKLAHOMA,OKLAHOMA CITY,2750 59TH SE ST B,9/23/2001,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,2823 HUDSON N ST,9/27/2001,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,3544 37 SW ST,9/30/2001,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,3504 GOFF S AVE,10/12/2001,35.608494,-97.55081
OKLAHOMA,OKLAHOMA CITY,2801 44TH NW ST,10/18/2001,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,3208 86TH SW ST,10/24/2001,35.380664,-97.571829
OKLAHOMA,OKLAHOMA CITY,1604 BINKLEY SW AVE,11/7/2001,35.327081,-97.555359
OKLAHOMA,OKLAHOMA CITY,8102 BRITTON W RD 10,12/12/2001,35.5656,-97.5312
OKLAHOMA,OKLAHOMA CITY,8112 W BRITTON N 10,12/31/2001,35.565624,-97.659364
OKLAHOMA,OKLAHOMA CITY,2434 27 SW ST,1/5/2002,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,2232 1/2 34 NW ST,1/14/2002,,
OKLAHOMA,OKLAHOMA CITY,2616 36TH SW ST,1/23/2002,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,2744 34TH SW ST,1/24/2002,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,5526 23RD NW ST 119,1/28/2002,35.258243,-95.124715
OKLAHOMA,OKLAHOMA CITY,3316 39 SW ST,1/29/2002,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,1140 17TH SE ST,2/7/2002,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,2309 WALNUT S,2/11/2002,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,2613 30TH SW,2/15/2002,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,2800 11TH NW,2/18/2002,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,3217 40 SW,2/21/2002,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,1118 INDIANA N AVE B,2/21/2002,35.954464,-95.651806
OKLAHOMA,OKLAHOMA CITY,1115 9 NW,2/27/2002,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,3808 CASHION PL,3/1/2002,35.500774,-97.586181
OKLAHOMA,OKLAHOMA CITY,2116 49 SW,3/3/2002,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,1312 38 SE,3/15/2002,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,3420 QUAPAH AVE,3/18/2002,35.430156,-97.58468
OKLAHOMA,OKLAHOMA CITY,2720 74TH SW ST 30,4/4/2002,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,1528 INDIANA S,4/11/2002,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,812 26TH SE,4/17/2002,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,2120 34TH NW,4/19/2002,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,5421 DREXEL S AVE,4/23/2002,35.403545,-97.570808
OKLAHOMA,OKLAHOMA CITY,1921 8 NW ST,4/24/2002,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,1103 CAROL N LN C,5/23/2002,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,1517 42 NW ST,6/1/2002,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,2513 46 SW ST,6/11/2002,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,137 25TH SE ST,6/11/2002,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,1256 20TH SE ST,6/12/2002,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,1512 62 SW ST,6/12/2002,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,1608 BINKLEY SW ST,6/12/2002,35.327081,-97.555359
OKLAHOMA,OKLAHOMA CITY,3229 PORTLAND S AVE,6/15/2002,35.525231,-97.535342
OKLAHOMA,OKLAHOMA CITY,1638 WESTWOOD,6/24/2002,35.448617,-97.543822
OKLAHOMA,OKLAHOMA CITY,3737 29TH NW ST,6/26/2002,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,1638 WESTWOOD BLVD,6/26/2002,35.448617,-97.543822
OKLAHOMA,OKLAHOMA CITY,3212 45 SW ST,6/29/2002,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,1823 9TH NW 1,7/1/2002,34.181708,-97.124923
OKLAHOMA,OKLAHOMA CITY,2309 WALNUT S AVE,7/8/2002,35.4643,-97.4105
OKLAHOMA,OKLAHOMA CITY,6100 MACARTHUR PARK LN 1608,7/9/2002,35.491772,-97.621936
OKLAHOMA,OKLAHOMA CITY,6707 8TH NW,7/12/2002,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,708 60TH SE TER,7/12/2002,35.209406,-97.353018
OKLAHOMA,OKLAHOMA CITY,2237 12 NW ST,8/2/2002,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,5732 16TH NW 2,8/14/2002,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,1608 OAKHILL,8/16/2002,35.485546,-97.643231
OKLAHOMA,OKLAHOMA CITY,3240 15TH NW,8/19/2002,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,2440 42ND NW ST,8/21/2002,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,7512 BRADLEY N AVE,8/27/2002,35.525231,-97.535342
OKLAHOMA,OKLAHOMA CITY,611 6TH SW,9/2/2002,34.165612,-97.136829
OKLAHOMA,OKLAHOMA CITY,2332 1/2 42ND SW,9/10/2002,,
OKLAHOMA,OKLAHOMA CITY,2936 65 NW,9/13/2002,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,3713 28 NW,9/19/2002,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,2237 12 NW,9/20/2002,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,17 GRAND SE,9/27/2002,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,1711 BLACKWELDER N,9/27/2002,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,2109 117TH NW ST,9/29/2002,35.535499,-97.545237
OKLAHOMA,OKLAHOMA CITY,8521 DREXEL S AVE,10/1/2002,35.525231,-97.535342
OKLAHOMA,OKLAHOMA CITY,923 64 NE,10/2/2002,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,8917 SOWELL RD,10/4/2002,35.377767,-97.229546
OKLAHOMA,OKLAHOMA CITY,2809 80TH SW ST,10/8/2002,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,4000 POST S A,10/10/2002,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,4317 22ND SW ST 1909,10/12/2002,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,1511 27TH SW ST,10/19/2002,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,1401 STRAKA TER,11/1/2002,35.386228,-97.542298
OKLAHOMA,OKLAHOMA CITY,4301 KELLY N AVE,11/5/2002,35.515263,-97.4948
OKLAHOMA,OKLAHOMA CITY,2936 65TH NW,11/8/2002,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,641 36TH SE,11/16/2002,35.211067,-97.388157
OKLAHOMA,OKLAHOMA CITY,1244 20TH SE,11/17/2002,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,913 KLIEN N,11/18/2002,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,3300 HIGHLAND PARK DR,12/1/2002,35.432009,-97.463144
OKLAHOMA,OKLAHOMA CITY,2605 50TH NW,12/2/2002,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,925 ROCKWELL N AVE 35,12/9/2002,34.011788,-96.042332
OKLAHOMA,OKLAHOMA CITY,8700 NORTHEAST 17TH STREET,12/9/2002,35.48631,-97.375544
OKLAHOMA,OKLAHOMA CITY,5501 COUNCIL S RD,12/15/2002,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,2909 82ND SW ST,12/19/2002,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,11713 ROSS N AVE,12/27/2002,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,5000 89TH SE ST,12/28/2002,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,9628 29TH SE 9,1/6/2003,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,1331 MERIDIAN S AVE,1/7/2003,35.4643,-97.4105
OKLAHOMA,OKLAHOMA CITY,12831 STRATFORD N 128,1/8/2003,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,525 72ND SE,1/10/2003,35.211476,-97.335446
OKLAHOMA,OKLAHOMA CITY,2814 17TH NW,1/17/2003,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,5801 MISSOURI S,1/18/2003,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,3208 CASHION PL,1/22/2003,35.50102,-97.572822
OKLAHOMA,OKLAHOMA CITY,3137 NORTH PORTLAND AVENUE 103,1/24/2003,35.500159,-97.583386
OKLAHOMA,OKLAHOMA CITY,3826 38 SW,1/24/2003,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,1401 17TH NW ST D,1/25/2003,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,1449 13TH SW ST,1/31/2003,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,10017 BROOKMILL CT,2/1/2003,35.367871,-97.547389
OKLAHOMA,OKLAHOMA CITY,5903 SUNNYLANE S,2/6/2003,35.407849,-97.44182
OKLAHOMA,OKLAHOMA CITY,7631 12TH NW,2/6/2003,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,4000 25TH SW,2/11/2003,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,2632 30TH SW,2/15/2003,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,4017 18 NW,2/18/2003,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,2219 11 NW ST,2/18/2003,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,3016 65 SW PL,2/20/2003,35.458891,-97.455392
OKLAHOMA,OKLAHOMA CITY,4017 26 SW ST,2/20/2003,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,107 74TH SW ST A,2/24/2003,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,2624 44TH SW,2/24/2003,35.42084,-97.674693
OKLAHOMA,OKLAHOMA CITY,1427 SULZBERGER S ST,2/27/2003,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,2613 43RD SW,2/28/2003,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,609 52ND SW,3/1/2003,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,1401 13TH SW,3/2/2003,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,712(A) 60 TERRACE SE,3/8/2003,35.458086,-97.547417
OKLAHOMA,OKLAHOMA CITY,712(B) 60TH SE TER,3/11/2003,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,8416 HIWASSEE S,3/13/2003,35.382566,-97.298704
OKLAHOMA,OKLAHOMA CITY,911 MOBILE WAY,3/15/2003,35.47469,-97.594075
OKLAHOMA,OKLAHOMA CITY,10925 FOUNTAIN BLVD,3/18/2003,35.35782,-97.55503
OKLAHOMA,OKLAHOMA CITY,3004 45TH NW,4/2/2003,35.535499,-97.545237
OKLAHOMA,OKLAHOMA CITY,3016 65 SW PL,4/8/2003,35.458891,-97.455392
OKLAHOMA,OKLAHOMA CITY,716 22ND SE,4/18/2003,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,1716 PHILLIPS S,4/20/2003,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,224 1/2 TUTTLE N,4/24/2003,,
OKLAHOMA,OKLAHOMA CITY,4520 BROOKLINE S AVE,4/25/2003,35.4643,-97.4105
OKLAHOMA,OKLAHOMA CITY,3616 38TH SW ST,5/1/2003,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,10017 BROOK MILL CT,5/3/2003,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,2145 46TH SW,5/6/2003,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,4041 28TH SW ST,5/12/2003,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,3217 PORTLAND N,6/4/2003,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,2020 11TH NW ST,6/4/2003,34.186388,-97.154875
OKLAHOMA,OKLAHOMA CITY,1020 50TH SW ST,6/17/2003,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,4624 PARK W PL,6/17/2003,35.458891,-97.455392
OKLAHOMA,OKLAHOMA CITY,3149 72ND SW ST,6/24/2003,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,3300 28 SW ST 107,6/27/2003,34.232923,-95.63857
OKLAHOMA,OKLAHOMA CITY,3917 LIBERTY W ST,6/30/2003,35.540191,-97.529585
OKLAHOMA,OKLAHOMA CITY,2432 48TH SW,6/30/2003,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,5505 BROOKLINE N AVE,7/1/2003,35.525231,-97.535342
OKLAHOMA,OKLAHOMA CITY,2337 15 NW ST,7/1/2003,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,105 44TH SW,7/5/2003,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,2135 32 NW,7/7/2003,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,2029 31ST NW TER,7/21/2003,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,5314 WILLOW CLIFF RD,8/6/2003,35.525659,-97.611439
OKLAHOMA,OKLAHOMA CITY,1915 DOGWOOD CT,8/6/2003,35.446243,-97.465294
OKLAHOMA,OKLAHOMA CITY,2400 MACARTHUR S AVE 197,8/7/2003,35.633269,-97.482291
OKLAHOMA,OKLAHOMA CITY,12401 MACARTHUR N AVE 3207,8/20/2003,36.680831,-97.117073
OKLAHOMA,OKLAHOMA CITY,8081 SHIELDS SE 19,8/21/2003,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,3109 72ND SW ST,8/25/2003,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,4724 44TH SE ST C,8/27/2003,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,147 74TH SW H,9/3/2003,35.327081,-97.555359
OKLAHOMA,OKLAHOMA CITY,4016 47TH SE,9/8/2003,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,333 5TH NW 1704,9/12/2003,34.179454,-97.132074
OKLAHOMA,OKLAHOMA CITY,1304 IRVING S ST,9/19/2003,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,608 ANITA N DR,9/28/2003,35.322554,-97.515453
OKLAHOMA,OKLAHOMA CITY,2505 90 SW ST,9/29/2003,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,739 VILLAGE SOUTH DR 120,10/13/2003,35.394282,-97.527419
OKLAHOMA,OKLAHOMA CITY,2230 28TH SW,10/16/2003,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,1609 32ND SW ST,10/16/2003,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,3039 11TH SW ST,11/16/2003,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,1528 82 SW,11/17/2003,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,2512 22 SW,11/24/2003,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,2009 8 SW ST,11/27/2003,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,9717 10 NW 339,11/28/2003,35.535499,-97.545237
OKLAHOMA,OKLAHOMA CITY,3305 48TH SW,12/1/2003,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,719 28 SE ST,12/3/2003,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,3600 WILSHIRE E,12/14/2003,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,1520 YOUNGS S,12/18/2003,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,2712 INDIANA S AVE,12/30/2003,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,4025 MERIDIAN N,12/30/2003,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,4025 23RD SW,1/2/2004,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,916 ROCKWOOD S,1/8/2004,35.473,-97.5171
OKLAHOMA,OKLAHOMA CITY,7176 LYREWOOD LN 289,1/10/2004,35.544101,-97.630125
OKLAHOMA,OKLAHOMA CITY,2825 30 SW,1/12/2004,35.473,-97.5171
